,name,prepayment_amount,body,issue_year,color,drive_unit,eng_capacity,mileage,condition,fuel_type,cleared,transmission,published_time,city,price,views,link,description,year,car_name,model
2392,"Opel Astra G, 2007",22500,Универсал,2007,Чёрный,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 22:10:00,Душанбе,75000,461,https://somon.tj/adv/9570338_opel-astra-g-2007/,мошин ягон камбуди надора вагонай,2007,Opel,Astra G
2393,"Opel Astra H, 2005",14400,Универсал,2005,Серебристый,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-05 16:59:00,Душанбе,48000,7407,https://somon.tj/adv/9451928_opel-astra-h-2005/,матор.инжектор.1.6.дар.холати.хубай.илтимос.бехуда.занг.назанед.алиш.намеша.пули.нкд.,2005,Opel,Astra H
2394,"Opel Astra H, 2006",18600,Хэтчбек,2006,Синий,Передний,1.6,17211,Новая,Бензин + газ,Да,Механика,2023-03-07 14:41:00,Худжанд,62000,126,https://somon.tj/adv/9573224_opel-astra-h-2006/,Мошин вагон,2006,Opel,Astra H
2395,"Opel Astra H, 2007",17700,Универсал,2007,Другой цвет,Передний,1.9,210000,Новая,Дизель,Да,Механика,2023-03-07 14:56:00,Душанбе,59000,442,https://somon.tj/adv/9573321_opel-astra-h-2007/,Мошин дар холати бехтарин карор Дора канисанер авто пилод хамаи наварот Дора срочно пул даркор,2007,Opel,Astra H
2396,"Opel Astra J, 1999",13500,Седан,1999,Другой цвет,Передний,1.6,1234,С пробегом,Бензин,Да,Механика,2023-03-07 14:37:00,Спитамен,45000,87,https://somon.tj/adv/9573162_opel-astra-j-1999/,Савдо мешад,1999,Opel,Astra J
2397,"Opel Vectra A, 1995",8250,Седан,1995,Зелёный,Передний,1.8,123456,С пробегом,Бензин + газ,Да,Механика,2023-03-04 17:38:00,Вахдат,27500,1367,https://somon.tj/adv/9534179_opel-vectra-a-1995/,мошин холатш хуби бадай досрочно фурухта мешавад!!  камтар муомила дорад бародаро!!! мошин ягон камбуди надора!! танировкаш тамом мешава дига ягон айб надорад,1995,Opel,Vectra A
2398,"Opel Vectra A, 1998",11700,Хэтчбек,1998,Другой цвет,Передний,1.6,123456,С пробегом,Бензин + газ,Да,Механика,2023-03-07 14:46:00,Файзабад,39000,91,https://somon.tj/adv/9573266_opel-vectra-a-1998/,"мошин дар холати хуб карор дорад.кондиционер дора магнитафон нав
4,дар сентразамок
2.дари пеш электропакет
хадавой нав.аматизаторо нав.акумулятор нав.масло нав матор экотек колсо чукурак кадагия ремент кана намезана
фарсункахош ай астрачи 2002 нав хулоса мошина мегири баракат мебини.
мошина чиста барои хдм кадагийм",1998,Opel,Vectra A
2399,"Opel Vectra B, 1996",11400,Седан,1996,Чёрный,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 14:38:00,Рудаки,38000,35,https://somon.tj/adv/9573203_opel-vectra-b-1996/,салом   11мох хучат дора факат алиш ба сечкаи прастой маслихат мешавад.,1996,Opel,Vectra B
2400,"Opel Zafira, 2000",19500,Универсал,2000,Белый,Передний,1.8,110000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 14:52:00,Истаравшан,65000,90,https://somon.tj/adv/9573309_opel-zafira-2000/,Харидоро занг занетон,2000,Opel,Zafira
2401,"Ssang Yong Musso, 2000",0,Внедорожник,2000,Чёрный,Полный,2.0,279616,Аварийная,Дизель,Да,Механика,2023-03-07 15:06:00,Душанбе,15000,266,https://somon.tj/adv/9573377_ssang-yong-musso-2000/,"Ассалому алайкум
Мошин дар холати  садамави карор дорад. Матор , мост, каробка , рама , хамааш дар холати хуб карор дорад. Балонхояш хам хуб вале галофка ва фари кафо надорад ва кузаш хам вайрон АСТ .",2000,Ssang,Yong Musso
2402,"Toyota Axio, 2009",24900,Седан,2009,Белый,Передний,1.5,111,С пробегом,Бензин,Да,Автомат,2023-03-07 14:37:00,Душанбе,83000,170,https://somon.tj/adv/9569620_toyota-axio-2009/,мошин як даст гаштагия задаги пусидаги умуман надорад паркофка одамони бекор гам натен илтмос,2009,Toyota,Axio
2403,"Toyota Camry, 2009",21900,Седан,2009,Белый,Передний,2.4,55000,Новая,Бензин,Нет,Автомат,2023-03-07 15:01:00,Душанбе,73000,127,https://somon.tj/adv/9554266_toyota-camry-2009/,"Факат ватсап нависен
Мархамат Камри японка 
30 руз пас мерасан бе растамошка 
Солошо 2007  ,2008 ,2009,",2009,Toyota,Camry
2404,"Toyota Camry, 2010",31500,Седан,2010,Чёрный,Передний,2.5,0,С пробегом,Бензин,Нет,Автомат,2023-03-07 14:53:00,Душанбе,105000,418,https://somon.tj/adv/9090512_toyota-camry-2010/,"Toyota Camry S 2010 
Салон кожа 
Люк .Обогрев 
мотор 2.5 
Салон сие 
Нарх  ба  Рахпули
Бе Растаможка
Нав расид душанбе",2010,Toyota,Camry
2405,"Toyota Camry, 2011",42000,Седан,2011,Зелёный,Передний,2.5,121212,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 14:49:00,Худжанд,140000,222,https://somon.tj/adv/9573283_toyota-camry-2011/,всем привет продою или обменяются кемри обмен бмв в основном авто на ходу без вложений прошу не беспокоить по пустякам,2011,Toyota,Camry
